,id,text,label_mean,disputable_post,lang,topics,pred
1587,fc3f3d37fbfc4e44bdd8037ae040cac6,"fuck canada post ! these union asshole doesn't give my mails but they give me mails from other people in my p . o . box ! here my complaint ! it's years and years i been complaining and canada post did not do absolutely nothing to solve my problem ! ! i been receive mails from other people at least once a month and i been missing packages amd mails ! ! now ! what are you going to do ? ? ? ignore it like usual ? ? ? i have enough of this bullshit ! contact me to resolve this problem ! any way , facebook , and all other social media , i will created a big deal with the media tv , radio and newspaper , i will tell them my story ! that it been over 4-5 years of complaints and canada post doesn't do absolutely nothing ! also , i have alots of information of how canada post functions cause i was a sub-contractor and i know all your secrets and now it's time to tell it to the publics ! !",5.0,False,en,-1_user_nigger_number_white,other
1632,cecb60f2cda249798f3a0c5d13f9f00b,"athis is what nazi nj looks like ! ajews killed by black antisemites . ! adead still lying in their blood , ! aneighbors blame them for their own deaths : ! a oe get f * * king jews outta here ! abtw , owner ( whose wife was killed ) always gave candy to their kids !",5.0,False,en,2_kike_jews_jew_white,Jewish
1809,3d0d9c2fc9c241bfbe7c773e1611980b,"my dearest patriots american d y ++ od y ++ , ! ! this is really a laugh d y ~ ' ! ! i think this magazine is right ! ! person of the year magazine ! ! yes is true ! ! only they forgot to finished ! ! these thugs will go down as the most disgusting monsters , corrupted democrats thieves communist thugs thieves ever ! ! but i (tm) ll post one even better ! ! share ! ! let them have some fun while is lasted ! ! the one have the last laugh d y ~ ' will laugh d y ~ 1 even better ! !",5.0,False,en,3_faggots_faggot_user_queers,other
1830,589e6c47cec0464aaf22af7dd88e4846,nancy is the whore of babylon and so is kamala they are both whores doomed to end up in hell 10000000000 0 % garanteeeeee lol,5.0,False,en,1_moslem_muslim_sand_number,other
1858,1243f90892b84bbb86e55a3d715728f4,"oprah (tm) s recommended reading is propaganda . a new book written by isabel wilkerson , another well-to-do black woman whose not oppressed . the book is called ' caste ' . it 's based on alleged white privilege & this book is saying that we white people are nazi 's with white privilege .. talk about bullshit ... my opiniona ! + i , a ! + i , : and , <user> is a liar 1/4 i , and , oprah 's worth $ 2.51 billion and she is not oppressed either .",5.0,False,en,-1_user_nigger_number_white,African
1870,d3300d52e1314e69b5336b5e56a074fb,there will be no room for antifa in a harris administration . they were useful idiots . her allegiance is to blm . antifa and blm will not accept equal power . it 's the ss versus the sa . one will eventually castrate the other . there will be a huge divide in the radical left if harris ever becomes president . i for one will buy a hefty bag of popcorn and watch the cities burn .,5.0,False,en,-1_user_nigger_number_white,African
1909,e47670e4f16943959049342b52543780,"democrats are not our friends . more need to understand this . they are an enemy on the battlefield in the usa . they are heinous enemies of god , our constitution , liberty , virtue , justice , and truth . we must thoroughly defeat them , not dine and make deals with them . they are soldiers of satan .",5.0,False,en,1_moslem_muslim_sand_number,other
1913,d775ef94c85645458b452bf09565cd6b,"normally , lying lawyers are called on the carpet by the supreme court disciplinary council and their license is yanked - they are not allowed to violate ethical rules . why are the demrats allowed to continue to do so without sanctions ?",5.0,False,en,1_moslem_muslim_sand_number,other
1926,63fc0da2eb254fdfb09b2b68d8524f35,"as far as the oe squad ! ! let (tm) s see two are suicide bombers in waiting . one is a socialist communist . the last one i don (tm) t know her so can (tm) t comment , but from what i hear from her she (tm) s a militant . however all four are puppets of a group backed by soros named justice democrats who are mainly evil muslims islamonazis",5.0,False,en,1_moslem_muslim_sand_number,Islam
2006,be00e23cea1d42fe925cc0c84784253e,"enough is enough ! fuck this double standard stupidity ! so blacks can say all they want , come into a business and yell like a monkey without restraints and the white man has to be apologetic d y - * d y 1/4 d y - * d y 1/4 d y - * d y 1/4 d y - * d y 1/4 d y - * d y 1/4 d y - * d y 1/4 d y - * d y 1/4 d y - * d y 1/4 d y - * d y 1/4 d y - * d y 1/4 d y - * d y 1/4 d y - * d y 1/4 d y - * d y 1/4 d y - * d y 1/4 no we have a lot to say too sorry , we are oppressed too ! ! !",5.0,False,en,0_nigger_white_niggers_like,African
2009,937ce71e1ee74143ae623b325a28751e,"hey there muslim religious stupid nigger from the jungles of kenya . your "" black lives matter "" stupid niggers do n't matter to you simply because your somali-refugee terrorist sister in faith just sent the black communities in the state of minneapolis straight back in a journey of 60 years of poverty . by the way , your 1.400- year-old prophet fucking mohammed was an arabic white trash and black stone kissing pedophile who never fulfilled a single prophecy much less a miracle . and that demon-possessed messenger of fucking allah did n't split the moon either , but indeed the legs of a prepubescent 6 - year-old little girl named aisha . at the end , you hate the jewish people , simply because a single jewish woman known as zaynab bint al-harith were the one who poisoned that demonic motherfucker that you so proudly cherish as prophet . i hope l do n't die before you , because l am looking forward to piss and shit at your grave and then clean my islamophobic-ass with your own pagan fucking quran .",5.0,False,en,2_kike_jews_jew_white,African
2020,89e182d9d86e4b40932cfae948cea582,hey all trump supporters . a must read . the smart assess of foxnews the left of foxnews they are indeed the enemy <user> <user> <user> we are not watching much of fox without a few shoes they would be sinking . selling baby body parts / or sex trafficking kids breit ? ? ? asl them why the spike postive stories 4 trump an admin those dinner parties and cocktail parties get really weird,5.0,False,en,-1_user_nigger_number_white,other
2101,0b462d9d3bf84ec7b76429e450ffd909,scotus hearing dianne fienstein is a ccp stooge-shut her up do they have any actual basis for an argument or do they just wanna cry like babies who cant handle losing at anything . let 's bury these bitches . enough with the radical left let 's end the democrat party . here & now .,5.0,False,en,1_moslem_muslim_sand_number,other
2108,dcfecbd7bf38480298ae626fc463e865,"the troll alert ! you know , for someone who passionately hates her country and the people that fought for it , you sure do have a weird sense of showing it , i mean here is a gal , that believes talking shit about men having small penises if they vote for trump , and shoving things in your vagina ? the fact is , it takes big brass balls and a big dick to vote for your country and standing up for what 's right , fighting against tyranny , and ur fallen soldiers . so i ask you elizabeth curly sue , if you can't get dick bc ur so self conscience , and if that 's so important to you , have you looked in the mirror lately , girl , if you think maga is the issue , you definitely got bigger problems at play , because for someone that seems so confident about her looks , you sure did seek out that liposuction fast to make urself feel better ! beauty is n't how you appear from the outside , but from within , what makes you ugly , well , is you . if you support trump and hate trollers , echo this , and get your revenge !",5.0,False,en,-1_user_nigger_number_white,other
2111,2080be1d707b4e47a06f5ccc8c26f256,"these ppl are really the nastiest scum on this earth . trust me bitch , if anyone is gonna make this world better by killing themselves , it 'd be you .",5.0,False,en,1_moslem_muslim_sand_number,other
2113,aee8b560a294473caabe086164609cce,abcnews cbsnews foxnews msnbc nbcnews pbsnewshour nyt washingtonpost cnn another lie from kamalaharris the whore ! manufacturing jobs are back and up by the millions . tell your bitch speakerpelosi to release the money from the states !,5.0,False,en,-1_user_nigger_number_white,other
2127,a06059a4cdf24cc5bd1c68570579cc1b,"for all you blind idiot trumpaddicts who are in denial ... corruption starts with ~ yes-men (tm) and women , the cronies who create an echo chamber of lies and subservience to maintain their proximity to power . thanks for helping fuck up our country .",5.0,False,en,-1_user_nigger_number_white,other
2128,ad63a0a2dc4d4cb0846a521d69c4c865,"i 'll tell you who must be seriously either fucked in the head ? or crazy like a low down dirty fox ... ? jill biden . joe is not only a filthy liar , he 's an adulterer , a money grubbing grifter devoid of a moral compass and a father to r . hunter biden ... crack smokin ' , crack whore fucking , bag-man carrying intermediary for biden inc . where 's jill in all this ? ? ? ... fuck where 's hunter ? ? ? where 's jill !",5.0,False,en,1_moslem_muslim_sand_number,other
2157,d3fd75dfeca7437b9dee42034bd04def,"~ happy days (tm) cast reuniting to flip wisconsin for biden , americans torch them | opinion hollywood stacked with pedophiles . pedophiles for biden .",5.0,False,en,3_faggots_faggot_user_queers,other
2163,742a8648210648698a1c59aa9bf66a06,"once again they eat their own oe f * * * you ruth bader ginsburg "" f * * * you for not retiring under obama ! "" leftists react to rbg (tm) s death",5.0,False,en,1_moslem_muslim_sand_number,other
2166,b26039b0a8ce4fb9b4a6c8eb6f08f919,"you know what makes me sick ? the way jews try to pass themselves off as "" white "" and then condemn "" whiteness "" ... you 've all seen it , "" ... as a white man , i think we should accept all blm 's demands .. it 's time "" yet they 're non-white when it comes to anything defamatory . "" ... as a jewish minority , i deal with persecution "" ...",5.0,False,en,2_kike_jews_jew_white,Jewish
2175,ffc01bb1dbe149bd8a2957ca9605cd72,"hey george soros you nazi mf it 's timefor you to disappear along with your entire family . watch your six george swartz that is your real name right nazi . for thelife of me why is this sob still breathing . patriots start staking out these places put the fear of god into this nazi and his family , soon he will eat lead and thereain't a damn thing he do to stop it , but let'sstart with his family make him hurt like he has hurt the world . boom . think pink mist georgie .",5.0,False,en,-1_user_nigger_number_white,Jewish
2196,42b2b3ad47a54347aa85bccea1755aba,there (tm) s nothing i like more than hearing those three special words from the woman i love : oe i hate niggers,5.0,False,en,0_nigger_white_niggers_like,African
2197,14ea32752ce941f297e7ff5a8091a63a,"i 'll say it . roving gangs of black somali muslims beating and robbing people ( not a hate crime ? bs ) in minneapolis . no better than animals , jackals . 20 arrested . deport these ass-holes .",5.0,False,en,1_moslem_muslim_sand_number,Islam
2221,8b20415166124d739ee936bb83066685,carl rove is a swamp critter who got us into iraq while serving dumb ass w bush both are pocket lining globalist ... enemywithin,5.0,False,en,1_moslem_muslim_sand_number,other
2280,1915a7d774534c39989f76e729fc8f47,what 's his name joe biden ? extreme advocate of murdering pre / post innocent humans . becerra demonic another one of the deranged lefties satan 's minnions,5.0,False,en,2_kike_jews_jew_white,Jewish
2283,942cf9590ef442b58860d44e439237df,"send in the military now , and end this shit tonight ! ! these fucking animals are ungrateful , and i mean all of them involved , black , white , yellow , brown ! there were more white people last year killed by cops than black people ! ! where is that fucking outrage ! ! ! here in my fucking pocket ? ? ? i do n't think so ! ! these fucking democrats are all behind this ! ! ! i 'm pissed , these motherfuckers ! ! ! i 'm all about being on the cops side now 100 % ...",5.0,False,en,0_nigger_white_niggers_like,other
2293,137c43d53cb74d92baf83290029ff7dd,"~ free press (tm) is yet another oxymoron used by the fascist left wing white supremacy democrats . just as they use ~ antifah (tm) , it is also an oxymoron as they are the fascist nazi foot soldiers of the democrats . ~ free press (tm) group are nothing more than a fascist pressure group intending to socially engineer the usa . they lost in trying to stop the task force briefings and these evil bastards will suffer many more losses !",5.0,False,en,-1_user_nigger_number_white,other
2315,11beff10aabd40aabd9abb34c438c297,"tell me again how muslims are hard working and good people . sure , they work hard at killing good people and living off our benefits !",5.0,False,en,1_moslem_muslim_sand_number,Islam
2337,74e4514054964cac9e443334580c0385,to be fair prince harry does not reside in the uk any more so he can go and shove his chariot up his arse !,5.0,False,en,-1_user_nigger_number_white,other
2359,b79e014ee8054222b4ce01e5a1b98ee7,joe biden is wanted in the ukraine for investigation into victor show conspiring joe biden is a fucking criminal and joe biden will never be my president nor his administration will be my government he is a crook a criminal a thief a liar and not to mention probably a pedophile in the third degree the biggest con man america has ever seen he has no covid - 19 plan his plan is to use trump 's plan his plan is to steal trump vaccine and call it is on he 's a fraud,5.0,False,en,-1_user_nigger_number_white,other
2370,0892fe85f4c1452b8e5e1a426062c1f8,"hahahaha ! ! ! this made my dat ! ! ! piss drunk at 10am no license or registration making 110k a yr sucking his transvestite bosses ass ! fuck yes ! ! another pos seaway democrat fake feminist barry soetoro ball lapper ! ! it 's taken 10 yrs .. but karma has gotten most , if not all the greasy fuckers that began ruining my life in 2010 . after a fraudulent non-american cia opritive shim , and it 's hateful transvestite husband big mike , bought their way into my beloved white house . while i was just trying to make a living in the fed dot . not wanting any trouble . but they were relentless to get me to stop working , to suck their asses , 12-18 hrs a day , for 8 miserable yrs working revolving shifts of days to nights . while they barely put in 20 a week . i 'll shovel shit 12 to 18 hrs a day . but i will not suck the enemies ass , ever ! nov 3rd 2020 baby ! the rest of the democrats are fucked ! ! ! i fucking ld y ' * ve it ! ! good luck getting back and forth to work now , you greasy fucking ci :copyright: nthead ! ! d y ~ ' d y ~ ' d y ~ ' d y ~ ' d y ~ ' d y ~ ' d y ~ ' d y ~ '",5.0,False,en,-1_user_nigger_number_white,other
2417,b462e3320fb2414bb98567fd9bcd60e1,"excuse me sir , but you will have to pardon this old 101st combat vet so with all do respect to your rank in the army i think your are fucking up .. you are going to fine and jail people for not keeping the 6 ft rule ? how about treating the damn disease in the town . but then again enlisted men got more brains then officers do anyway . all you all the hitler governor and the rest of the stinking communist democrats in this country are killing our freedom ! some have let out prisoners while we are shut up ! what bullshit is this ? ! jack up the numbers of the deaths and cases to scare americans we know the truth ! we know it (tm) s a real virus so treat it . we know the cure so use it . now ! stop the damn madness and act like a american for once . this is the email i sent to the mayor of salisbury maryland",5.0,False,en,1_moslem_muslim_sand_number,other
2428,d9a55a1e7f184c50af0dba2ca7d09fa3,rashida tlaib rages : ~ how the f * * k do you handcuff jacob blake (tm) how do you get rid of a rabid dog who poses as a member of congress ?,5.0,False,en,1_moslem_muslim_sand_number,other
2435,b55f5ed1e3d14e419ff1a0451c1d54ca,"if trump had demanded $ 2000 stimulus payments in september and just pretended like he gave a shit about people dying , he would 've won . but he did n't because he 's an idiot and does n't know what the fuck he 's doing . change my mind .",5.0,False,en,1_moslem_muslim_sand_number,other
2438,2afdf9d684654a3f870b9f2645ae9bcd,idiot feminists yet again,5.0,False,en,-1_user_nigger_number_white,other
2450,30fc2a14770141cfb6a85f74a78262c3,enough playing nice nice with these mentally insane liberal socialist looting america burning criminal democrats ! it 's time to take them by the throat and dig your teeth in deep and cut off their jugular ! trump patriot patriots iii maga2020 kag2020 voteredtosaveamerica maga kag supportourpresident kag2020 potus potus45 trump2020 votered trumptrain2020 wwg1wga takebackthehouse q istandwithtrump qanon qarmy nra usa veterans oathkeepers bikersfortrump copsfortrump supportthe2nd landofthefree constitution livefreeordie gunssavelives 2ndamendment 2ashallnotbeinfringed patriotsunited concealcarry gunsofparler civilwar2 unitedwestand wakeupamerica justiceiscoming impeachment deplorables presidenttrump usa 1a 2a uscca concealcarry ar15 immigrationfraud patriotsawakened trump2020 usa keepamericagreat fakeimpeachment impeachmenthoax fisa lockthemup ukrainehoax iran maga2kag trump2020landslide truthwillsetyoufree trump2020,5.0,False,en,-1_user_nigger_number_white,other
2528,a93db5af94d344f78cbdd3548c0e7f21,"i do n't care about palestinians or muslims generally , i care about white america , but we share a common enemy . jews in israel tell the palestinians their national identity is fabricated while jews in the u . s . tell us that white people do n't exist . palestinians did n't force our borders open and incite immigrants against us . the jewish nation did . palestinians do n't force us into multitrillion dollar wars by rigging our political system . jews do . sorry , but i 'm going to take the palestinians ' side every time . fuck israel .",5.0,False,en,2_kike_jews_jew_white,Jewish
2713,965b2f6272ae4008a6f4b8a9bb4026c0,"more civil disobedience . less following the rules . which are penned by psychopaths . enforced by idiots . and signed into law by demonically possessed pedophiles . who drink human blood , consider murder a sport & worship at the foot of a 40 - foot stone owl . you can do better than that .",5.0,False,en,0_nigger_white_niggers_like,other
3080,96ed876c8a944fc2b7805afeb1f31688,start killing them all and the fucking courts ! ! !,5.0,False,en,1_moslem_muslim_sand_number,other
3117,d803f26989714c1d8b7ecd949c388ac4,"can (tm) t post on fb for 24 hrs because they flagged a comment , so i reposted .. it was about killary clinton .. i said that bitch needs to be hung for treason",5.0,False,en,-1_user_nigger_number_white,other
3166,15773568896f4ed4b89c76e3af2be105,"look at this w . h . o . meeting , they have shiva statue just like they have at cern . deity danced the universe into existence and will eventually extinguish it , bunch of godless pagans . these are not representative of us . they (tm) re all luciferians . all new world order , 30 and up freemasons , illuminati , rothschilds , rockefellers , soros , dnc , etc . god , the one and only living god , the father of abraham , isaac and jacob . god that gave his only son jesus as the lamb wants us to come to him willing . satan can only get us by being deceitful , lying , bribing , threatening people , he (tm) s a coward and so are his followers .",5.0,False,en,2_kike_jews_jew_white,Jewish
3231,bfbfa6553fab4aab93d80a3280d00f97,"welcome to the soon to be lib commie china pedophile 3rd world country if demoncrat puppet hiding in the basement biden ( if you (tm) re hiding your biden ) and ( put innocent black men in jail ) kamala wins . if you have any brains , you (tm) ll know that his vp pick will actually be president and senile sniff your hair biden will be put out to pasture ! you know the the game plan , retire the senile biden and replace with vp . globalist soros and his minions the deep state nazi commie satanist liberal party corrupted to the core , msm ( fake news ) , antifa , blm , cia , fbi , activist judges , sjw , hollywood rats , twitter , facebook , youtube , all the useful idiots , treasonous rinos etc ... are responsible for this rioting , looting and destruction throughout the country . this treasonous act should not go unpunished ! it (tm) s about time these deep state rats are held accountable ! patriots , we need to save the country from turning into another commie shit hole just like all the other lib run cities ! !",5.0,False,en,1_moslem_muslim_sand_number,other
3236,d214a6e8ac0e47b9b7304bddcf243e67,"negroids are useful to the patriot white pride movement because they are easily manipulated , lend us credibility without compromising our image unlike the pink washers milo y and steve bannon , and they are excellent in athletic pursuits making them good fighters . they also tolerate prison sentances a lot better and should be first put on the frontlines of our fight as we follow behind closely with longer ranged weaponry . so my 3per faction does not dispose of the wiley negro entirely but we are aware of the negroid menace and the sexual antics of the anglicized black celebrity and their anal injections used to entice the weaker of our species / race .",5.0,False,en,0_nigger_white_niggers_like,African
3250,2e988c271d094cefbe7a411a2145e717,kill this pig d y $? ! d y $? !,5.0,False,en,1_moslem_muslim_sand_number,other
3270,9bb1e2e1007e469383caa4e56cc28953,what a dingbat . she (tm) s not second in line to the presidency . who knows what lame crap she (tm) s got up her communist sleeve . pitiful excuse of a human . d y $? ! she needs to go !,5.0,False,en,3_faggots_faggot_user_queers,other
3326,4877ff57517a4d05a2ab20c57078d5b8,that fat little turd bill barr saying trump was an enbarassment to his office ... dude you got some nerve ... your a worthless old cunt .,5.0,False,en,0_nigger_white_niggers_like,other
3366,546f222c6e5c49bf9ec73716a1e608b4,"here it is patriots ! ! giuliani's hyuge m . o . a . b breaking news story . that foxs bitch ass wouldn't run . thats why o . a . n broke this story 2 months ago . but i guess now that fox knows that giuliani isnt a criminal labeled by the democrats no more . fox is safe to do its fcking job ! ! ! discusting ! ! ! if you want whole story go to my parler page an look for o.a.n.report 2 hours of all you can get . fck ! ! ! fox ! ! ! maga k . a . g d y ' y= d y ' s d y ~ ' d y ++ od y ++ , d y ++ od y ++ , d y ++ od y ++ ,",5.0,False,en,-1_user_nigger_number_white,other
3408,2382b234c55840c5a499a27cbd06e498,"kamala harris campaign has positive cases of covid ! ! ? ? ? ! ! ? ? that must mean she was being a wreck-less evil racist bitch ! right ? because you catch the virus means you (tm) re a racist that wants to kill old people , isn (tm) t that the narrative ? gtfoh oe heels up , go back under your bridge and hide till election day ...",5.0,False,en,-1_user_nigger_number_white,other
3434,a9826177b827401597b9a6782e2af23d,this bitch is so dumb ...,5.0,False,en,0_nigger_white_niggers_like,other
3487,9aec8bc0ee8f4570bb484a263bbe3ee4,you know what i do n't f * * * get these m * * * are following that governor f * * * from michigan in the first place what the f * * * is wrong with you f * * * dick heads,5.0,False,en,0_nigger_white_niggers_like,other
3534,cef90e2b4d0e4914801eee836930a578,juan williams is a dumb ass . typical liberal why does fox hire idiots like juan and donna brazil ?,5.0,False,en,-1_user_nigger_number_white,other
3580,f3299bafbe954526be480ec72caf1879,why do we have all male republicans running for portland oregon mayor ? if we want to defeat the pink henhouse ? we need a conservative female that (tm) s even nastier than the chicks that she was a spring chicken with . d y $? -- takes a bitch to out bitch those bitches . otay ! ? !,5.0,False,en,3_faggots_faggot_user_queers,other
3581,550cbca60fcc411f8b0d0809f809e6b4,"huge reveal ! no surprise ! supreme court justice john roberts , clinton , podesta and associates ... all on epstein island from hell ! it all makes sense why roberts refuted all charges of voter fraud ! gitmo is where all of these corrupt , deep-state , treasonous criminals belong !",5.0,False,en,1_moslem_muslim_sand_number,other
3587,faa601655f2a4afcbab26425051b67e0,why do all liberal women have to have a im a bitch face,5.0,False,en,1_moslem_muslim_sand_number,other
3597,05acab1cc61f4034a17e6687199bc6a4,i need everyone to report this disgusting pedophile for nudity and porn . funnymemes dankmeme dominion meme mememarket trumpmemes trump2020 trump trumptrain parler donaldtrump teamtrump maga libertarianmemes libertarian thegreatawakening keepamericagreat blexit republican deepstate deepstatecorruption joebiden biden democrats dnc funny fakenews covid19 resist antifa antifaterrorists georgesoros georgefloyd antilgbt lgbt lgbtq transgender trans gay blm covid islam banislam islamsucks noislam funny communism feminismiscancer feminist feminism thegreatreset lesbian blacksfortrump allblacklivesmatter blacklivesmatter blm prolife anime election2020 electionfraud stopthesteal,5.0,False,en,3_faggots_faggot_user_queers,other
3606,55c74e32baf24b388d3923201a0dcbdd,i don (tm) t know who needs to hear this but seduce your local cop (tm) s spouse and cuck that pig,5.0,False,en,3_faggots_faggot_user_queers,other
3624,355f5f0e87134844a537caddbb2d92fa,antifa and black lives matter terrorists should be rounded up and catapulted over the wall into mexico,5.0,False,en,1_moslem_muslim_sand_number,other
3627,58dd422d3778467f86f382aae3a497b1,"totally dumbass , moronic , progressive quote of the year : oe it (tm) s these unintended consequences for public education , which we either ignore or we choose to ignore because our private interests trump the others that we don (tm) t know . tina cheuk , an education researcher at california polytechnic state university . we are not a commune or a hive you cock-juggling , thunder cunt of stupidity . mind your own damn business and stop attacking the parents who care enough to do their jobs and their duties the their children . publiceducationisbroken endteachersunions disbanddepartofeducation",5.0,False,en,-1_user_nigger_number_white,other
3632,3ddf7333d0864b7ab78ca8b48d9d1d2d,obama you are the worst person in history . anti american lil bitch,5.0,False,en,0_nigger_white_niggers_like,other
3642,e709e0b89d6d41098eccb7f795268ac1,thisjustin breakingnews biden hunter pedophiles crackhead ukraine china ccp democratsaretyrants,5.0,False,en,1_moslem_muslim_sand_number,other
3645,5ba5729af9c347739f04a620e8107abc,"whenever i see niggers in a bank i always think that i went into a pawnshop by accident d y $? * d y 1/4 d ' i ,",5.0,False,en,0_nigger_white_niggers_like,African
3653,03400fd5776e4232ab982d2c59c870bb,"how about this perspective on the pandemic and our government 's agenda ? read it ! covid - 19 quarantines and masks were nothing more than a creative way for our enemies to stifle our religions , slowly force islam down our throats ( no mosques we 're closed ) , get used to wearing hijabs ( masks ) , and letting the sharia cops and mullah governors have us get used to living in a caliphate ( violate our constitution ) . our politicians have sold us into islamic slavery . our social security is being methodically stolen . the only thing standing between total tyranny and our freedom is our firearms and what 's left of our will . think about that . stimulus payments just keep us preoccupied while they sneak behind us to sink their daggers .",5.0,False,en,1_moslem_muslim_sand_number,Islam
3666,6302c672949f43dab3d18000dfb59add,"trolling101 i 'm going to use this hashtag to give you some trolling strategies ! ( add your own if you get any good ideas ! ) the blacks in the blm movement are a bunch of thugs , and the one thing thugs want less than anything is to be emasculated ! ... but their movement is hand in hand with the gay rights movement ( the movement that wants to force them to play along with the crossdressers fetishes ! ) , so put together a black and trans lives matter poster ! make it as emasculating as possible without being too obvious of a troll ! ... stick it up all over their safe spaces !",5.0,False,en,0_nigger_white_niggers_like,African
3682,ccc6087711b94cb29186ed31d666307f,"they might as well take another knee , and shine their shoes ... idiot gutless dingbat mayor .",5.0,False,en,-1_user_nigger_number_white,African
3688,3f789bfbb69a4f748b8c325166dd9fc1,"antifa is the terrorist arm of the democrit party ! with liberal demonrat and media leaders calling for uncivil behavior by their followers toward conservatives any time , anywhere , they are endorsing unprecedented thug behavior exhibited by the left simply because hillary did n't win ! the decision to abandon civil behavior and encourage harassment or threats of violence to intimidate the public , is mob behavior just like al capone 's thugs ! dems trying to scare & bully us to do what they want are gangsters who deserve to be sitting in jail , not congress ! this happens when civilized society allows the uncivilized to make the rules . it is an assault on civilization itself ! it must be dealt with as a threat to america ! liberals refuse any civil discourse . they are bullies who use smears , fear , and violence to get their way ! antifa is a democrat terrorist tool used to attack and harm conservatives ! outlaw them and lock them all up ... including all their vile evil demonrat supporters !",5.0,False,en,-1_user_nigger_number_white,other
3689,969b1e0391874efc8074cb666bfbd8b2,"trudeau is the most corrupt , narcissistic , treasonous , putrid , lying , condescending , canada hating , terrorist",5.0,False,en,-1_user_nigger_number_white,other
3697,8185b55d366b4571bd938223c95f0949,"is it just me or have other people noticed that , generally speaking , conservative women are hot but liberal women are fat , ugly , angry , and bitter ?",5.0,False,en,3_faggots_faggot_user_queers,other
3698,ec51085350f449df85baaf52d523317c,"wray the fbi tool is such a cunt and fucking liar , ... hate seeing his pompous ass on tv talking shit , ... hey fucker you held on to hunter biden (tm) s laptop for over a year and watched our great president and the american people go through a fucked up sham impeachment ... traitor = treason ! obamagate pizzagate",5.0,False,en,1_moslem_muslim_sand_number,other
3709,0083d9ccaece4304adeda5358f31f29d,deep state panics ! they are greedy cheating pigs and have exposed the evil scum they swim in ! ! biden is caught ! !,5.0,False,en,1_moslem_muslim_sand_number,other
3710,3ae4e9523e244f87a9967687064e2716,"it (tm) s so unfortunate and unfair , but they are not going to change the damn outcome of this sham of an election . they don (tm) t care that there was fraud , theft and irregularities going on , they only care that there is no rioting ... republicans don (tm) t behave in such savage ways and maybe we should change that . we should riot , bust windows , destroy businesses , torment innocent people enjoying dinner , etc.main other words , act like demoassholes to make our point . it worked for those shitheads , it certainly can work for us . i know you will agree , but still republicans sit on their asses not doing anything about it . boy i (tm) m so pissed off at the republicans , so much so , i think i (tm) m done voting . i (tm) m will never vote lieden bieden and hypocrite harris , but once they are in office , i will accept the pieces of shit to lead this country for the next 4 years . republicans get off your ass and don (tm) t let this shit happen again",5.0,False,en,1_moslem_muslim_sand_number,other
3723,5453c64ad1974d68932e88d10355d6d7,"a government ( federal , state , or local ) that does not allow the white americans who would prefer to live in whites-only states the right to create these whites-only states is an evil , illegitimate government .",5.0,False,en,0_nigger_white_niggers_like,African
3729,731f32a534b54fcbafca5158bdc0cf0c,a wish | that nancy pelosi will pull the broomstick out of her ass and fly back to shit francisco and evaporate into infinity . stop destroying this country and acting like bowel blockage . take upchuck schumer with you and piss off !,5.0,False,en,-1_user_nigger_number_white,other
3734,cea3003bb1b648d191dcbb12c530937e,shame : bucknell hosts pro-antifa lecture on the eve of 9/11 anniversary ... militantfascists terrorists antifirstamendment,5.0,False,en,-1_user_nigger_number_white,Islam
3741,1a0213bbc43b4f12a1da19e711f69a1a,"china is a proper strange place ! they eat bizarre shit ! rats , scorpions , snakes , bats , fucking fermented panda shit they all look the bastard same ! you have to be very careful when dating as 90 % of the women come with a cock n (tm) balls , you have to be careful when going out as the probability is high that every bastard around you has the ability to kick you clean in the fucking face the language / writing the thick fucking fog that is fucking everywhere national face recognition and social scoring system and they release dodgy virus (tm) s paid for by the obama administration and democrats",5.0,False,en,-1_user_nigger_number_white,other
3747,081186f0077442078124f2dce712f5a9,"come on you stupid fucking bitch you ain (tm) t gonna give us no more trouble now , are ya ?",5.0,False,en,-1_user_nigger_number_white,other
3763,a2a94d9e34b748609e0da62a4aba8c23,"judge orders trump admin to explain scope of stone commutation - trump train news these treasonous hypocrite libs ( lying sack of schiff ) don (tm) t know the meaning of the truth ! they are at it again and just as mentally deranged as the rest of the globalists nazi muslim commie liberal demoncrats ! deep state , pelosi , waters , schumer , hollywood , academia , msm fox and the rest of fake news , swamp news and you know the rest ! ! aexpose , boycott , sue , prosecute and bring to justice all these lying fake news deep state treasonous godless nazi commie liberal demoncrats and rinos ( mitch mcconnell , mutt romney , lindsey graham , sessions , richard burr , susan collins , murkowski , justice roberts , bolton and you know the rest of the traitors ) post-haste , patriots ! drain the rat infested swamp president trump !",5.0,False,en,-1_user_nigger_number_white,Islam
3764,d62239a2eefe42a798241861fa65a95a,dorothy had her wicked witch of the west morphed into water . the usa wicked witch of san francisco nancy pelosi will just morph into stinking piss to match her shithole wishes .,5.0,False,en,1_moslem_muslim_sand_number,other
3767,d0289ff6309547e0bdad62ddf09095c5,"d y ' y= 1/4 i , read this 1/4 i , d y ' y= i hope this is a spoof . if not ... this is some sick shit . dont forget this radical islamic b * tch was actually potus from 2009-2017 ! sorry <user> ... <user> was the first female potus 1/4 i , d y ~ !",5.0,False,en,1_moslem_muslim_sand_number,Islam
3770,24e7211f52f84b879288cce6ea38cfd2,"so this is how it works here . when some silly little gal - let 's call her ' southernkimmy ' gets her knickers in a twist when you point out one of her posts as fertilizer , she blocks you . d y ' z d y $? !",5.0,False,en,0_nigger_white_niggers_like,other
