,index,Unnamed: 0.1,Unnamed: 0,label,target,tokens,text,topic
1145,2983,2983,1178552985502326784_twitter,hatespeech,African,"['jesus', 'christ', 'i', 'literally', 'hacked', 'this', 'shit', 'account', 'and', 'twitter', 'does', 'nothing', 'fucking', 'dumb', 'nigger', 'shit']",jesus christ i literally hacked this shit account and twitter does nothing fucking dumb nigger shit,0
1147,2990,2990,2449943_gab,hatespeech,Islam,"['<user>', 'in', 'every', 'country', 'where', 'muzzies', 'are', 'in', 'minority', 'the', 'want', 'minority', 'rights', 'in', 'every', 'country', 'where', 'muzzie', 'are', 'majority', 'there', 'are', 'no', 'minority', 'rights']",<user> in every country where muzzies are in minority the want minority rights in every country where muzzie are majority there are no minority rights,2
1149,2992,2992,8416696_gab,hatespeech,African,"['paula', 'deen', 'said', 'nigger', '<number>', 'years', 'ago', 'and', 'is', 'still', 'catching', 'heat', 'for', 'that', 'honestly', 'what', 'bill', 'said', 'is', 'not', 'offensive', 'to', 'me', 'heard', 'the', 'word', 'my', 'whole', 'life', 'but', 'the', 'double', 'standard', 'is', 'ridiculous']",paula deen said nigger <number> years ago and is still catching heat for that honestly what bill said is not offensive to me heard the word my whole life but the double standard is ridiculous,0
1150,2993,2993,18229799_gab,hatespeech,Jewish,"['psychopathic', 'inbred', 'kike', 'djuggie', 'schooma', 'manages', 'to', 'eat', 'his', 'own', 'anus']",psychopathic inbred kike djuggie schooma manages to eat his own anus,1
1151,2994,2994,15788483_gab,hatespeech,African,"['now', 'that', 'nigger', 'mooch', 'can', 'not', 'spend', 'taxpayer', '$$', 'to', 'fly', 'her', 'fat', 'ass', 'around', 'the', 'world', 'along', 'with', 'her', 'mother', 'nigger', 'mooch', 'senior', 'she', 'does', 'not', 'seem', 'to', 'go', 'anywhere', 'imagine', 'that']",now that nigger mooch can not spend taxpayer $$ to fly her fat ass around the world along with her mother nigger mooch senior she does not seem to go anywhere imagine that,0
1152,2995,2995,27346316_gab,hatespeech,African,"['hey', 'nigger', 'lover', 'we', 'don', 't', 'care', 'what', 'you', 'have', 'to', 'say', 'here', 'go', 'back', 'to', 'your', 'nigger', 'friends']",hey nigger lover we don t care what you have to say here go back to your nigger friends,0
1153,2996,2996,4480271_gab,hatespeech,African,"['retarded', 'nigger', 'bessie', 'coleman', 'on', 'google', 'homepage', 'literally', 'fell', 'out', 'of', 'her', 'plane', 'to', 'her', 'death', 'because', 'she', 'wasnt', 'wearing', 'a', 'seatbelt', 'while', 'flying', 'the', 'more', 'you', 'know', 'maga', 'gab', 'fam']",retarded nigger bessie coleman on google homepage literally fell out of her plane to her death because she wasnt wearing a seatbelt while flying the more you know maga gab fam,0
1154,2997,2997,13656466_gab,hatespeech,African,"['i', 'still', 'am', 'not', 'a', 'nigger', 'lover', 'tho']",i still am not a nigger lover tho,0
1156,2999,2999,22047299_gab,hatespeech,African,"['look', 'on', 'youtube', 'the', 'nigger', 'chicago', 'gangs', 'with', 'weapons', '<number>', 'round', 'mags', 'saying', 'fuck', 'trump', 'lmfao', 'you', 'dumb', 'ass', 'punks', 'show', 'there', 'faces', 'lmfao', '😂', '😃', '😄', '😄', '😄', '😅', '😅']",look on youtube the nigger chicago gangs with weapons <number> round mags saying fuck trump lmfao you dumb ass punks show there faces lmfao 😂 😃 😄 😄 😄 😅 😅,0
1157,3000,3000,2911030_gab,hatespeech,Islam,"['<user>', 'what', 'you', 'need', 'to', 'understand', 'is', 'that', 'when', 'muzzies', 'attack', 'it', 'will', 'not', 'be', 'fighting', 'in', 'the', 'street', 'all', 'that', 'noise', 'it', 'will', 'be', 'a', 'sharp', 'rise', 'in', 'murder', 'rates', 'across', 'the', 'country', 'our', 'own', 'leos', 'will', 'keep', 'us', 'from', 'retaliating']",<user> what you need to understand is that when muzzies attack it will not be fighting in the street all that noise it will be a sharp rise in murder rates across the country our own leos will keep us from retaliating,2
1158,3001,3001,20213902_gab,hatespeech,Jewish,"['how', 'would', 'issues', 'even', 'be', 'brought', 'up', 'to', 'vote', 'for', 'in', 'that', 'system', 'some', 'kike', 'will', 'push', 'drug', 'legalization', 'or', 'gay', 'marriage', 'or', 'something']",how would issues even be brought up to vote for in that system some kike will push drug legalization or gay marriage or something,1
1159,3002,3002,20448158_gab,hatespeech,Jewish,"['said', 'in', 'maximum', 'kike', 'voice']",said in maximum kike voice,1
1160,3003,3003,15467195_gab,hatespeech,Islam,"['hypocrite', 'probably', 'hates', 'the', 'muzzie', 'his', 'dear', 'leader', 'allied', 'with', 'too']",hypocrite probably hates the muzzie his dear leader allied with too,2
1161,3006,3006,12845065_gab,hatespeech,African,"['i', 'could', 'not', 'care', 'less', 'about', 'any', 'other', 'ideology', 'than', 'a', 'pure', 'white', 'state', 'the', 'form', 'of', 'gov', 'we', 'have', 'to', 'me', 'is', 'almost', 'irrelevant', 'you', 'only', 'care', 'about', 'muh', 'nigger', 'equals', 'such', 'a', 'punk', 'faggot', 'take', 'your', 'cucks', 'and', 'gtfo']",i could not care less about any other ideology than a pure white state the form of gov we have to me is almost irrelevant you only care about muh nigger equals such a punk faggot take your cucks and gtfo,0
1162,3009,3009,22878389_gab,hatespeech,Islam,"['is', 'there', 'not', '<number>', 'brit', 'with', 'the', 'brains', 'balls', 'to', 'assassinate', 'this', 'filthy', 'shit', 'skin', 'moslem', 'terrorist']",is there not <number> brit with the brains balls to assassinate this filthy shit skin moslem terrorist,2
1164,3012,3012,19945326_gab,hatespeech,Islam,"['lolz', 'walking', 'past', 'a', 'muzzie', 'on', 'the', 'phone', 'today', 'heard', 'him', 'say', 'execution', '<time>', 'made', 'me', 'wonder', 'does', 'he', 'mean', 'prince', 'charles']",lolz walking past a muzzie on the phone today heard him say execution <time> made me wonder does he mean prince charles,2
1165,3013,3013,8297655_gab,hatespeech,Jewish,"['to', 'each', 'their', 'own', 'i', 'prefer', 'not', 'to', 'get', 'into', 'pissing', 'matches', 'with', 'wn', 'on', 'either', 'side', 'of', 'the', 'kike', 'on', 'a', 'stick', 'issue', 'i', 'd', 'rather', 'find', 'common', 'cause', 'with', 'both', 'factions', 'i', 'am', 'sure', 'a', 'christian', 'would', 'provide', 'you', 'better', 'discussion', 'on', 'the', 'matter']",to each their own i prefer not to get into pissing matches with wn on either side of the kike on a stick issue i d rather find common cause with both factions i am sure a christian would provide you better discussion on the matter,1
1166,3014,3014,26943747_gab,hatespeech,Homosexual,"['no', 'he', 'has', 'two', 'his', 'dyke', 'wife', 'lost', 'and', 'pissed', 'off', 'the', 'new', 'leftist', 'leader', 'barack', 'hussein', 'obama']",no he has two his dyke wife lost and pissed off the new leftist leader barack hussein obama,1
1167,3015,3015,19109669_gab,hatespeech,Homosexual,"['at', 'least', 'she', 'tacitly', 'admitting', 'that', 'queers', 'are', 'less', 'than', 'men', 'lol']",at least she tacitly admitting that queers are less than men lol,3
1168,3016,3016,16779605_gab,hatespeech,African,"['yeah', 'but', 'he', 'held', 'off', 'calling', 'him', 'a', 'nigger']",yeah but he held off calling him a nigger,0
1169,3017,3017,13110414_gab,hatespeech,African,"['the', 'boomer', 'toughguy', 'became', 'my', 'object', 'of', 'general', 'loathing', 'after', 'observing', 'one', 'on', 'a', 'train', 'casually', 'interacting', 'with', 'a', 'sulking', 'sheboon', 'and', 'going', 'out', 'of', 'his', 'way', 'to', 'call', 'her', 'ma', 'am', 'one', 'obsequious', 'instance', 'after', 'another']",the boomer toughguy became my object of general loathing after observing one on a train casually interacting with a sulking sheboon and going out of his way to call her ma am one obsequious instance after another,2
1170,3018,3018,1179012360482123777_twitter,hatespeech,Islam,"['<user>', '<user>', 'hey', 'jihadi', 'first', 'stop', 'introducing', 'urself', 'as', 'an', 'indian', 'in', 'foreign', 'countries', 'cuz', 'i', 'heard', 'most', 'overseas', 'pakistanis', 'are', 'ashamed', 'of', 'revealing', 'their', 'real', 'identity']",<user> <user> hey jihadi first stop introducing urself as an indian in foreign countries cuz i heard most overseas pakistanis are ashamed of revealing their real identity,2
1171,3023,3023,17578395_gab,hatespeech,Jewish,"['oprah', 'is', 'a', 'stupid', 'nigger', 'that', 'only', 'got', 'into', 'the', 'entertainment', 'business', 'because', 'she', 'fucked', 'a', 'kike', 'with', 'jungle', 'fever']",oprah is a stupid nigger that only got into the entertainment business because she fucked a kike with jungle fever,0
1174,3027,3027,19734849_gab,hatespeech,African,"['susan', 'rice', 'is', 'a', 'lying', 'nigger', 'piece', 'of', 'shit', 'who', 'should', 'be', 'rotting', 'in', 'prison']",susan rice is a lying nigger piece of shit who should be rotting in prison,0
1175,3028,3028,20915407_gab,hatespeech,African,"['another', 'fucking', 'dumb', 'nigger', 'with', 'an', 'i.q.', 'of', '<number>']",another fucking dumb nigger with an i.q. of <number>,0
1176,3029,3029,23930277_gab,hatespeech,Islam,"['<number>', 'muslim', 'paki', 'filth', '<number>', 'van', 'job', 'done']",<number> muslim paki filth <number> van job done,2
1177,3030,3030,12661138_gab,hatespeech,African,"['for', 'what', 'what', 'the', 'hell', 'has', 'that', 'nigger', 'ever', 'done', 'that', 'was', 'great']",for what what the hell has that nigger ever done that was great,0
1178,3032,3032,18452041_gab,hatespeech,Jewish,"['hey', 'how', 'about', 'you', 'go', 'be', 'a', 'kike', 'somewhere', 'else', 'schlomo', 'sound', 'good']",hey how about you go be a kike somewhere else schlomo sound good,1
1179,3035,3035,24700123_gab,hatespeech,African,"['good', 'thing', 'she', 'can', 'not', 'you', 'are', 'still', 'a', 'cuck', 'and', 'she', 'still', 'a', 'coal', 'burner', 'aka', 'nigger', 'lover']",good thing she can not you are still a cuck and she still a coal burner aka nigger lover,0
1180,3037,3037,16439435_gab,hatespeech,African,"['this', 'bullshit', 'narrative', 'about', 'whites', 'supposedly', 'always', 'wanting', 'to', 'touch', 'nigger', 'hair', 'is', 'pure', 'unadulterated', 'kike', 'spawned', 'muh', 'magical', 'negroes', 'horse', 'shit', 'nobody', 'wants', 'to', 'touch', 'nigger', 'hair', 'not', 'even', 'other', 'niggers']",this bullshit narrative about whites supposedly always wanting to touch nigger hair is pure unadulterated kike spawned muh magical negroes horse shit nobody wants to touch nigger hair not even other niggers,0
1181,3043,3043,6119701_gab,hatespeech,African,"['im', 'a', 'pagan', 'so', 'fuck', 'the', 'bible', 'the', 'founding', 'fathers', 'would', 'be', 'pissed', 'to', 'see', 'a', 'nigger', 'in', 'office', 'and', 'melting', 'pot', 'of', 'european', 'culture', 'not', '3', 'rd', 'world', 'parasites', 'any', 'other']",im a pagan so fuck the bible the founding fathers would be pissed to see a nigger in office and melting pot of european culture not 3 rd world parasites any other,1
1182,3046,3046,25532099_gab,hatespeech,Jewish,"['so', 'the', 'non', 'european', 'kike', 'won', 'eurovision', 'oh', 'vey', 'look', 'at', 'the', 'fucking', 'state', 'of', 'it']",so the non european kike won eurovision oh vey look at the fucking state of it,2
1183,3054,3054,19348796_gab,hatespeech,Jewish,"['i', 'have', 'been', 'swinging', 'hammers', 'for', '<number>', 'years', 'i', 'ain', 't', 'never', 'seen', 'a', 'kike', 'in', 'my', 'industry', 'unless', 'he', 'was', 'shlmeeling', 'a', 'product', 'or', 'taking', 'graff', 'from', 'a', 'trade', 'union', 'and', 'you', 'can', 'take', 'that', 'to', 'the', 'bank']",i have been swinging hammers for <number> years i ain t never seen a kike in my industry unless he was shlmeeling a product or taking graff from a trade union and you can take that to the bank,1
1184,3056,3056,1178634815551234048_twitter,hatespeech,Islam,"['<user>', 'let', 'us', 'not', 'forget', 'that', 'pakistan', 'is', 'a', 'islamist', 'sharia', 'country', 'that', 'supports', 'terrorist', 'groups', 'around', 'the', 'world', 'so', 'they', 'do', 'in', 'india', 'in', 'fact', 'if', 'muslim', 'invaders', 'would', 'not', 'have', 'raped', 'india', 'that', 'shitty', 'nuke', 'state', 'would', 'not', 'even', 'exist']",<user> let us not forget that pakistan is a islamist sharia country that supports terrorist groups around the world so they do in india in fact if muslim invaders would not have raped india that shitty nuke state would not even exist,2
1185,3064,3064,16487835_gab,hatespeech,Homosexual,"['amber', 'scott', 'is', 'a', 'dyke', 'ass', 'motherfucker', 'who', 'can', 'not', 'write', 'for', 'shit']",amber scott is a dyke ass motherfucker who can not write for shit,3
1186,3065,3065,20028120_gab,hatespeech,Islam,"['you', 'are', 'a', 'muzzie', 'right', 'lolzy']",you are a muzzie right lolzy,2
1187,3066,3066,22387420_gab,hatespeech,African,"['airforce', 'and', 'a', 'nigger', 'the', 'double', 'whammy']",airforce and a nigger the double whammy,0
1188,3067,3067,16751878_gab,hatespeech,African,"['back', 'on', 'gab', 'after', 'another', 'fucking', 'coons', 'age']",back on gab after another fucking coons age,2
1190,3076,3076,1178499104864964610_twitter,hatespeech,African,"['you', 'are', 'a', 'hennessy', 'bugatti', 'can', 'this', 'nigger', 'make', 'up']",you are a hennessy bugatti can this nigger make up,0
1191,3080,3080,25108940_gab,hatespeech,African,"['does', 'not', 'look', 'like', 'an', 'anglo', 'saxon', 'to', 'me', 'fucking', 'piece', 'of', 'nigger', 'shit', 'he', 'will', 'feel', 'right', 'at', 'home', 'in', 'jail', 'he', 'dindu', 'nuffin']",does not look like an anglo saxon to me fucking piece of nigger shit he will feel right at home in jail he dindu nuffin,0
1192,3093,3093,6874145_gab,hatespeech,Islam,"['<user>', 'this', 'is', 'for', 'you', 'lol', 'fgm', 'is', 'a', 'cunning', 'stunt', 'muzzrats', 'pull', 'to', 'close', 'a', 'stunning', 'cunt', 'muslim', 'haikus', 'haikus']",<user> this is for you lol fgm is a cunning stunt muzzrats pull to close a stunning cunt muslim haikus haikus,2
1194,3108,3108,15539701_gab,hatespeech,Jewish,"['the', 'manager', 'picked', 'out', 'the', 'fly', 'and', 'said', 'it', 'was', 'rubber', 'he', 'then', 'said', 'just', 'another', 'kike', 'trick', 'then', 'he', 'threw', 'me', 'out', 'i', 'did', 'not', 'deserve', 'that']",the manager picked out the fly and said it was rubber he then said just another kike trick then he threw me out i did not deserve that,1
1195,3110,3110,18231131_gab,hatespeech,African,"['just', 'promise', 'me', 'this', 'even', 'if', 'i', 'am', '<number>', 'years', 'old', 'stink', 'shit', 'my', 'pants', 'and', 'am', 'dying', 'from', 'ball', 'cancer', 'do', 'not', 'put', 'my', 'brain', 'in', 'a', 'nigger', 'body', 'plz']",just promise me this even if i am <number> years old stink shit my pants and am dying from ball cancer do not put my brain in a nigger body plz,0
1196,3113,3113,13664763_gab,hatespeech,African,"['omg', 'i', 'hope', 'she', 'gets', 'charged', 'for', 'felony', 'vandalism', 'for', 'leaving', 'a', 'dead', 'nigger', 'in', 'that', 'hotel', 'room', '😳']",omg i hope she gets charged for felony vandalism for leaving a dead nigger in that hotel room 😳,0
1197,3121,3121,2237880_gab,hatespeech,Islam,"['notice', 'how', 'the', 'bbc', 'split', 'the', 'immigration', 'figure', 'up', 'so', 'it', 'appears', 'less', 'than', '<number>', 'maybe', 'they', 'can', 'also', 'split', 'it', 'so', 'it', 'shows', 'number', 'of', 'moslem', 'fanatics', 'came', 'in']",notice how the bbc split the immigration figure up so it appears less than <number> maybe they can also split it so it shows number of moslem fanatics came in,2
1198,3122,3122,25523547_gab,hatespeech,Jewish,"['this', 'is', 'why', 'israel', 'rothschild', 'hungary', 'soros', 'must', 'open', 'their', 'borders', 'diversity', 'will', 'be', 'their', 'strength', 'refugees', 'and', 'non', 'white', 'in', 'white', 'homelands', 'are', 'worth', 'more', 'then', 'gold', 'to', 'israel', 'ask', 'any', 'kike']",this is why israel rothschild hungary soros must open their borders diversity will be their strength refugees and non white in white homelands are worth more then gold to israel ask any kike,1
1199,3123,3123,27816916_gab,hatespeech,Islam,"['libtards', 'are', 'in', 'denial', 'that', 'there', 'is', 'a', 'mass', 'global', 'migration', 'happening', 'they', 'have', 'learned', 'taqiyya', 'quite', 'well', 'from', 'their', 'moslem', 'overlords']",libtards are in denial that there is a mass global migration happening they have learned taqiyya quite well from their moslem overlords,2
1200,3124,3124,26226915_gab,hatespeech,Jewish,"['judge', 'naomi', 'reice', 'buchwald', 'no', 'government', 'official', '—', 'including', 'the', 'president', '—', 'is', 'above', 'the', 'law', 'and', 'all', 'government', 'officials', 'are', 'presumed', 'to', 'follow', 'the', 'law', 'as', 'has', 'been', 'declared', 'the', 'judge', 'said', 'did', 'not', 'that', 'same', 'kike', 'rule', 'that', 'sambo', 'was', 'above', 'the', 'law']",judge naomi reice buchwald no government official — including the president — is above the law and all government officials are presumed to follow the law as has been declared the judge said did not that same kike rule that sambo was above the law,1
1201,3125,3125,21546923_gab,hatespeech,Islam,"['any', 'urgent', 'questions', 'in', 'parliament', 'today', 'about', 'telford', 'do', 'not', 'be', 'such', 'nervous', 'nelly', 'paki', 'moslem', 'child', 'rape', 'gangs', 'are', 'just', 'part', 'parcel', 'etc', 'etc']",any urgent questions in parliament today about telford do not be such nervous nelly paki moslem child rape gangs are just part parcel etc etc,2
1202,3126,3126,15674562_gab,hatespeech,African,"['taylor', 'swift', 'is', 'a', 'whore', 'who', 'went', 'through', 'a', 'lot', 'of', 'men', 'worked', 'with', 'jewish', 'producers', 'dated', 'jew', 'jake', 'gyllenhaal', 'had', 'nigger', 'background', 'dancers', 'and', 'made', 'love', 'songs', 'with', 'shitskins', 'she', 'promotes', 'drinking', 'promiscuity', 'racemixing', 'and', 'she', 'must', 'die', 'for', 'this', 'paid', 'too', 'little', 'attention', 'to', 'realize', 'till', 'now']",taylor swift is a whore who went through a lot of men worked with jewish producers dated jew jake gyllenhaal had nigger background dancers and made love songs with shitskins she promotes drinking promiscuity racemixing and she must die for this paid too little attention to realize till now,0
1204,3137,3137,17363428_gab,hatespeech,African,"['jews', 'lie', 'niggers', 'steal', 'and', 'rape', 'spic', 'women', 'can', 'not', 'stop', 'shitting', 'out', 'babies', 'and', 'birds', 'have', 'beaks']",jews lie niggers steal and rape spic women can not stop shitting out babies and birds have beaks,1
1205,3149,3149,13147452_gab,hatespeech,African,"['proof', 'of', 'racial', 'discrimination', '<user>', 'reported', 'a', 'niglet', 'arrested', 'for', 'doing', 'it', 'to', 'a', '6', 'month', 'old']",proof of racial discrimination <user> reported a niglet arrested for doing it to a 6 month old,0
1206,3150,3150,15078260_gab,hatespeech,Islam,"['so', 'pollocks', 'the', 'only', 'ones', 'fighting', 'the', 'muzzies', 'at', 'present', 'in', 'the', 'eu', 'do', 'not', 'count', 'the', 'polish', 'casualties', 'were', 'around', '<number>', 'dead', 'and', '<number>', 'captured']",so pollocks the only ones fighting the muzzies at present in the eu do not count the polish casualties were around <number> dead and <number> captured,2
1207,3151,3151,1621695_gab,hatespeech,Islam,"['<user>', 'it', 'de', 'blasio', 'a', 'libtard', 'illegal', 'and', 'moslem', 'supporter']",<user> it de blasio a libtard illegal and moslem supporter,2
1208,3153,3153,19366131_gab,hatespeech,Homosexual,"['they', 'are', 'lavender', 'not', 'purple', 'you', 'blurry', 'eyed', 'drunken', 'shitskin', 'faggot']",they are lavender not purple you blurry eyed drunken shitskin faggot,0
1209,3154,3154,11138997_gab,hatespeech,Jewish,"['schiff', 'is', 'a', 'kike', 'and', 'he', 'also', 'pretty', 'much', 'always', 'wrong', 'turn', 'him', 'off', 'he', 'will', 'just', 'cost', 'you', 'coin']",schiff is a kike and he also pretty much always wrong turn him off he will just cost you coin,1
1212,3165,3165,24120677_gab,hatespeech,Homosexual,"['the', 'russians', 'buying', 'that', 'and', 'purging', 'all', 'the', 'blue', 'haired', 'dykes', 'was', 'glorious', 'that', 'may', 'well', 'be', 'the', 'genesis', 'of', 'the', 'russian', 'bot', 'narrative']",the russians buying that and purging all the blue haired dykes was glorious that may well be the genesis of the russian bot narrative,0
1213,3172,3172,11620161_gab,hatespeech,African,"['oh', 'hey', 'it', 'nigger', 'dick', 'hi', 'nigger', 'dick', 'you', 'still', 'sharing', 'your', 'expertise', 'on', 'all', 'things', 'nigger', 'dick', 'with', 'all', 'of', 'gab', 'nice', 'see', 'ya', 'around', 'nigger', 'dick']",oh hey it nigger dick hi nigger dick you still sharing your expertise on all things nigger dick with all of gab nice see ya around nigger dick,0
1214,3175,3175,18573517_gab,hatespeech,Homosexual,"['honestly', 'i', 'will', 'go', 'along', 'with', 'muslims', 'remaining', 'in', 'usa', 'long', 'enough', 'to', 'kill', 'off', 'a', 'whole', 'slew', 'of', 'faggots', 'then', 'maybe', 'just', 'maybe', 'the', 'queers', 'will', 'stop', 'fighting', 'for', 'islam', 'and', 'join', 'the', 'patriots', 'in', 'expelling', 'the', 'whole', 'godless', 'filthy', 'bunch', 'that', 'godless', 'part', 'directed', 'at', 'muslims', 'not', 'the', 'godless', 'queers']",honestly i will go along with muslims remaining in usa long enough to kill off a whole slew of faggots then maybe just maybe the queers will stop fighting for islam and join the patriots in expelling the whole godless filthy bunch that godless part directed at muslims not the godless queers,3
1215,3182,3182,11959883_gab,hatespeech,Islam,"['just', 'had', 'a', 'talk', 'with', 'my', 'dog', 'and', 'he', 'agrees', 'if', 'a', 'moslem', 'or', 'any', 'other', 'assorted', 'brown', 'person', 'comes', 'to', 'a', 'white', 'country', 'and', 'has', 'a', 'bad', 'time', 'he', 'can', 'go', 'back', 'to', 'his', 'land', 'where', 'do', 'we', 'go', 'when', 'we', 'have', 'had', 'enough', 'of', 'them']",just had a talk with my dog and he agrees if a moslem or any other assorted brown person comes to a white country and has a bad time he can go back to his land where do we go when we have had enough of them,2
1216,3183,3183,19840406_gab,hatespeech,African,"['koko', 'probably', 'the', 'father', 'of', 'these', 'nigger', 'kids']",koko probably the father of these nigger kids,1
1217,3184,3184,12419643_gab,hatespeech,Islam,"['well', 'if', 'we', 'did', 'not', 'have', 'moslem', 'kids', 'in', 'this', 'country', 'who', 'parents', 'would', 'strap', 'a', 'bomb', 'to', 'we', 'would', 'not', 'have', 'to', 'worry', 'about', 'this', 'moslems', 'ruin', 'everything']",well if we did not have moslem kids in this country who parents would strap a bomb to we would not have to worry about this moslems ruin everything,2
1218,3188,3188,16511498_gab,hatespeech,African,"['the', 'nigger', 'tax', 'strikes', 'again']",the nigger tax strikes again,0
1219,3190,3190,11123890_gab,hatespeech,African,"['thanks', '<number>', 'john', 'deere', 'black', 'lives', 'have', 'not', 'mattered', 'for', 'a', 'long', 'time', 'super', 'ultra', 'nigger', '<number>']",thanks <number> john deere black lives have not mattered for a long time super ultra nigger <number>,0
1220,3192,3192,9941154_gab,hatespeech,Islam,"['dog', 'backwards', 'is', 'god', 'muslimes', 'do', 'not', 'have', 'dogs', 'therefore', 'muslimes', 'have', 'no', 'god']",dog backwards is god muslimes do not have dogs therefore muslimes have no god,2
1221,3193,3193,16008449_gab,hatespeech,Islam,"['so', 'this', 'pedophile', 'worshiping', 'goat', 'raping', 'sand', 'nigger', 'does', 'his', 'jihadi', 'terrorism', 'and', 'the', 'nyc', 'council', 'are', 'scrambling', 'to', 'line', 'up', 'to', 'suck', 'his', 'dick', 'and', 'give', 'him', 'a', 'job', 'offering', 'and', 'nyc', 'retards', 'can', 'not', 'understand', 'why', 'the', 'rest', 'of', 'the', 'country', 'hates', 'their', 'guts', 'that', 'nigger', 'should', 'have', 'been', 'strung', 'up', 'hours', 'ago']",so this pedophile worshiping goat raping sand nigger does his jihadi terrorism and the nyc council are scrambling to line up to suck his dick and give him a job offering and nyc retards can not understand why the rest of the country hates their guts that nigger should have been strung up hours ago,2
1222,3194,3194,24221461_gab,hatespeech,Jewish,"['not', 'surprised', 'the', 'shiksa', 'bitch', 'is', 'a', 'yid']",not surprised the shiksa bitch is a yid,0
1223,3195,3195,11454085_gab,hatespeech,African,"['a', 'woke', 'fellow', 'at', 'the', 'gas', 'station', 'said', 'if', 'they', 'put', 'that', 'ugly', 'sheboon', 'harriet', 'tubman', 'on', 'the', '<money>', 'then', 'i', 'will', 'have', 'to', 'take', 'my', 'sharpie', 'and', 'x', 'out', 'her', 'face', 'on', 'every', '<money>', 'i', 'ever', 'have', 'in', 'my', 'possession', 'harriet', 'tubman']",a woke fellow at the gas station said if they put that ugly sheboon harriet tubman on the <money> then i will have to take my sharpie and x out her face on every <money> i ever have in my possession harriet tubman,0
1224,3196,3196,19824295_gab,hatespeech,Islam,"['our', 'government', 'flooded', 'us', 'with', 'shitlam', 'not', 'tommy']",our government flooded us with shitlam not tommy,2
1225,3197,3197,10177273_gab,hatespeech,Homosexual,"['o', 'pleez', 'god', 'hates', 'queers', 'both', '0', 'bamas', 'are', 'male', 'both', 'have', 'a', 'penis', 'the', 'mooch', 'is', 'a', 'hideous', 'anti', 'america', 'phony', 'nothin', 'to', 'do', 'with', 'skin', 'color', 'hope', 'mooch', 'is', 'jealous', 'of', 'our', 'beautiful', 'lady', 'melania']",o pleez god hates queers both 0 bamas are male both have a penis the mooch is a hideous anti america phony nothin to do with skin color hope mooch is jealous of our beautiful lady melania,2
1226,3198,3198,16678502_gab,hatespeech,Jewish,"['schmidt', 'will', 'just', 'be', 'replaced', 'with', 'some', 'other', 'yid', 'from', 'the', 'globo', 'homo', 'elite']",schmidt will just be replaced with some other yid from the globo homo elite,1
1227,3200,3200,9968459_gab,hatespeech,Islam,"['i', 'hate', 'that', 'wailing', 'muzrat', 'shit']",i hate that wailing muzrat shit,2
1229,3208,3208,19456654_gab,hatespeech,African,"['brittany', 'mocha', 'mistake', 'venti', 'is', 'a', 'nigger', 'you', 'love', 'a', 'nigger', 'sow', 'and', 'will', 'side', 'with', 'it', 'over', 'your', 'fellow', 'whites', 'huh', 'did', 'i', 'enter', 'an', 'alternate', 'universe', 'or', 'something', 'here', 'i', 'thought', 'you', 'loved', 'your', 'race', 'and', 'hated', 'the', 'shitskins', 'yet', 'here', 'you', 'are', 'stating', 'the', 'opposite']",brittany mocha mistake venti is a nigger you love a nigger sow and will side with it over your fellow whites huh did i enter an alternate universe or something here i thought you loved your race and hated the shitskins yet here you are stating the opposite,0
1230,3209,3209,21246216_gab,hatespeech,African,"['kangs', 'this', 'is', 'nigger', 'culture']",kangs this is nigger culture,0
1231,3210,3210,1178669378700812294_twitter,hatespeech,African,"['<user>', 'where', 'your', 'ravens', 'stuff', 'trash', 'ass', 'niggers']",<user> where your ravens stuff trash ass niggers,0
1232,3211,3211,1179086916114714625_twitter,hatespeech,Islam,"['<user>', 'read', 'the', 'koran', 'its', 'not', 'allowed', 'for', 'muzzie', 'to', 'convert']",<user> read the koran its not allowed for muzzie to convert,2
1233,3212,3212,1178726027239014402_twitter,hatespeech,Islam,"['<user>', 'i', 'think', 'they', 'shoulda', 'left', 'the', 'palestine', 'vs', 'yemen', 'outta', 'their', 'stupidness', 'end', 'of', 'the', 'day', 'both', 'them', 'and', 'the', 'many', 'muzzie', 'countries', 'need', 'our', 'attention', 'so', 'disgusting', 'they', 'made', 'them', 'seem', 'like', 'opposing', 'ends']",<user> i think they shoulda left the palestine vs yemen outta their stupidness end of the day both them and the many muzzie countries need our attention so disgusting they made them seem like opposing ends,1
1234,3213,3213,1178658151685611521_twitter,hatespeech,Islam,"['<user>', 'another', 'muzzie', 'sticks', 'his', 'camel', 'in', 'american', 'business']",<user> another muzzie sticks his camel in american business,2
1235,3214,3214,1179096375826321410_twitter,hatespeech,Islam,"['<user>', '<user>', 'i', 'have', 'now', 'read', 'the', 'thing', 'and', 'agree', 'that', 'the', 'parts', 'of', 'it', 'that', 'are', 'about', 'the', 'book', 'or', 'really', 'about', 'anything', 'specific', 'are', 'fine', 'but', 'about', '<percent>', 'of', 'it', 'strikes', 'me', 'as', 'just', 'muzzy', 'headed', 'woolgathering']",<user> <user> i have now read the thing and agree that the parts of it that are about the book or really about anything specific are fine but about <percent> of it strikes me as just muzzy headed woolgathering,2
